row_name,logConc,logFC,pVal.Tgw,adj.pVal.Tgw,Tgw.Disp,UpDown.Tgw,B29,B30,B31,B32,LO2,LO3,LO4,LO5
gene3643,2.760334478,7.490418363,2.16E-23,3.69E-22,0.061471525,1,530,155,402,1105,550,168,348,193
gene2654,-4.397758455,6.22072059,2.52E-23,4.28E-22,0.104824541,-1,1638,386,1053,3854,4,7,5,7
gene815,2.816435755,7.243462069,2.57E-23,4.36E-22,0.063526122,1,317,131,309,1252,330,186,249,222
gene3919,-4.094344113,6.346265208,2.95E-23,4.97E-22,0.103715697,-1,940,550,1120,5334,10,6,15,3
gene3504,2.246940638,7.853023326,3.07E-23,5.15E-22,0.043226741,1,1030,237,547,2531,505,290,453,229
gene2584,-2.388376482,8.345841717,3.56E-23,5.94E-22,0.046901872,-1,6329.51,1683,3832,16456,135,80,122,59
gene3136,-3.741755977,6.283201018,4.05E-23,6.73E-22,0.085256244,-1,1391,489,1016,4081,14,6,10,9
gene1206,3.65627285,7.256894945,4.10E-23,6.79E-22,0.102575041,1,213,45,164,1072,447,94,417,207
gene2208,-3.151685867,7.041322962,4.49E-23,7.40E-22,0.070375257,-1,2523,727,1540,7770,43,13,20,22
gene2623,-2.521338322,7.784828412,4.60E-23,7.55E-22,0.05079242,-1,4544,1194,2621,10353,102,39,87,30
gene2386,2.752916168,7.396087871,4.90E-23,8.01E-22,0.06233011,1,487,108,428,1215,393,159,502,158
gene1835,-2.525135683,8.742917057,5.84E-23,9.51E-22,0.053235901,-1,7153,2632,4822,23109,127,90,161,93
gene2073,3.992940133,5.883019188,6.25E-23,1.01E-21,0.113756994,1,94,20,48,240,140,56,172,88
gene1148,2.4634274,7.877094156,6.29E-23,1.02E-21,0.051707984,1,847,178,647,2145,507,284,614,196
gene1234,-2.776954032,7.200930461,7.08E-23,1.14E-21,0.057219567,-1,3371,893,1374,7098,37,32,49,21
gene3283,-2.68573518,7.001732111,7.59E-23,1.21E-21,0.052324246,-1,2471.04,641,1537,7009.98,43.01,30,35,19
gene2748,-2.719132038,7.286502578,8.04E-23,1.28E-21,0.055172724,-1,3318,761,1737,8700,50,39,35,25
gene1006,2.456692304,8.840305189,1.04E-22,1.65E-21,0.053264431,1,1960,383,1039,3949,945,536,1176,420
gene3018,-4.045960853,6.282951318,1.17E-22,1.86E-21,0.10060173,-1,1367,517,1176,3394,14,5,6,7
gene2721,-2.971907344,7.386220509,1.19E-22,1.88E-21,0.067266709,-1,3474,932,1992,8649,42,43,42,13
gene204,-2.741817768,7.125906155,1.23E-22,1.93E-21,0.056518537,-1,2917,753,1445,7722,35,34,51,16
gene3256,3.869577839,9.503343266,1.37E-22,2.14E-21,0.118518057,1,1418,170,813,2482,2578,434,1602,920
gene743,-2.288383567,7.519514721,1.50E-22,2.32E-21,0.041796283,-1,3285,1002,1934,9864,76,40,87,36
gene1996,2.571026609,11.03992478,1.50E-22,2.32E-21,0.058854315,1,7488,1989,4790,14307,3806,3009,4699,2129
gene2427,2.609126377,9.180355149,1.66E-22,2.57E-21,0.060207642,1,2119,436,1130,5323,916,917,1357,567
gene3019,-4.84204169,5.742461522,1.80E-22,2.76E-21,0.124193414,-1,1030,278,755,3122,4,3,5,1
gene3528,-2.421466975,7.430078233,1.88E-22,2.87E-21,0.045860326,-1,3634,927,2011,7518,55,39,69,38
gene2295,-2.300611492,7.533883085,1.93E-22,2.93E-21,0.042441923,-1,3570,842,2389,9128,75,38,87,39
gene1704,2.523790526,9.073068294,1.93E-22,2.93E-21,0.056782644,1,1944,496,983,5372,1377,644,921,579
gene3594,-2.883863058,6.879811417,1.95E-22,2.96E-21,0.060409121,-1,2858,571,1333,5733,28,25,34,16
gene3988,2.536684347,8.178495961,3.06E-22,4.60E-21,0.057085933,1,817,330,730,2000,621,407,549,301
gene187,2.500113778,9.025545079,3.26E-22,4.90E-21,0.056349038,1,1849,512,1273,3855,848,649,1207,632
gene1038,3.179639853,8.093759153,3.34E-22,5.00E-21,0.085021504,1,495,193,445,1607,895,194,782,229
gene3023,-3.485163922,6.331607716,3.37E-22,5.02E-21,0.08067134,-1,1733,406,1189,3624,16,10,14,8
gene2290,2.47246772,8.538799385,5.14E-22,7.63E-21,0.055525173,1,1189,345,921,3500,748,560,815,312
gene3599,-3.99805388,6.183032514,5.69E-22,8.41E-21,0.102391385,-1,1383,392,862,4703,10,10,9,2
gene2064,4.775324106,5.671978292,6.17E-22,9.08E-21,0.15868628,1,30,8,27,179,145,48,150,72
gene3769,3.726364103,6.906672121,6.89E-22,1.01E-20,0.109849286,1,178.7,73,140.53,340.65,336,71,403,138.78
gene3797,-3.444117008,6.517710458,6.90E-22,1.01E-20,0.081688525,-1,2006,434,1340,4386,13,16,17,9
gene2538,-2.726404313,8.416902557,7.21E-22,1.05E-20,0.064659829,-1,6670,1819,3995,19312,161,54,85,49
gene1928,-2.352686677,7.806398089,7.22E-22,1.05E-20,0.046933997,-1,3709,1195,2849,11370,68,53,101,51
gene2723,-3.092774926,6.781183569,7.35E-22,1.06E-20,0.068875553,-1,2118,633,1245,6116,20,22,21,18
gene3764,-2.524271844,7.442289476,7.80E-22,1.12E-20,0.051316363,-1,3007,1060,1796,9482,59,46,51,32
gene1905,3.006335497,10.45940768,7.96E-22,1.14E-20,0.080330332,1,3801,866,2544,8701,2198,2808,3040,1191
gene2708,-3.349521311,6.950390028,8.45E-22,1.21E-20,0.085719476,-1,2861,767,1420,5607,35,5,31,15
gene1532,2.682214253,7.670538174,8.78E-22,1.25E-20,0.063852175,1,696,137,423,1789,506,175,632,170
gene51,-2.961638205,7.311471238,9.08E-22,1.29E-20,0.070567273,-1,3486.5,1022.43,1469.78,8161.75,31.82,31,63.62,13
gene80,-2.632493443,7.33232867,9.29E-22,1.31E-20,0.055059837,-1,2992,888,2219,7044,38,32,55,37
gene3850,3.275407646,6.837550523,1.17E-21,1.65E-20,0.088887944,1,174,82,205,564,198,120,254,203
gene3953,3.476965128,7.637934786,1.20E-21,1.68E-20,0.101621403,1,343,64,372,929,553,121,621,234
gene2129,3.158532841,10.42746554,1.36E-21,1.89E-20,0.088461977,1,2762,879,2862,5758,2205,2435,3592,1184
gene1553,-2.414031455,7.748503558,1.48E-21,2.06E-20,0.050160958,-1,4614,942,2709,10605,102,48,81,32
gene1725,2.573004967,8.623485347,1.98E-21,2.74E-20,0.061535271,1,1659,386,665,2929,707,599,791,424
gene1066,3.802313896,8.508305052,2.16E-21,2.99E-20,0.120508763,1,340,172,483,1353,1369,254,1047,273
gene1200,2.876125647,7.653009097,2.21E-21,3.04E-20,0.073749968,1,733,126,387,1132,445,212,686,148
gene2631,3.699556923,10.02249317,2.41E-21,3.30E-20,0.116885274,1,1896,633,521,4761,2923,1136,3530,628
gene2012,3.357014736,7.040688033,2.48E-21,3.39E-20,0.095709208,1,202,57,296,563,361,108,351,161
gene2044,-2.420689364,7.875027788,2.55E-21,3.47E-20,0.051733211,-1,4263,1179,3000,12095,121,39,92,39
gene2057,3.704601594,11.00860658,2.74E-21,3.72E-20,0.117603223,1,3918,1152,1914,6017,2660,5055,3722,1943
gene1425,-2.626961202,10.15225941,2.78E-21,3.77E-20,0.064136346,-1,23160,5989,13129,62352,329,315,324,187
gene2540,-2.585488859,7.140460291,2.96E-21,3.99E-20,0.055516165,-1,2636,671,1749,7916,67,24,46,19
gene1203,2.416443645,7.670904506,3.18E-21,4.27E-20,0.054106353,1,943,185,359,2095,466,199,541,190
gene2042,-3.127975038,6.52836288,3.19E-21,4.27E-20,0.073635017,-1,1743,508,1201,4801,24,16,24,7
gene2510,-3.660365025,6.265738085,3.64E-21,4.85E-20,0.09148404,-1,1358,476,998,4091,13,12,9,6
gene2056,2.483567527,7.119161017,3.92E-21,5.20E-20,0.056079136,1,511,125,321,1288,194,186,343,172
gene2084,2.745067024,10.8211986,4.36E-21,5.77E-20,0.071094954,1,6261,1462,3307,12370,2604,3144,3657,1995
gene876,6.224741847,12.58285649,4.51E-21,5.96E-20,0.263091431,1,825,250,3103,1848,21116,4204,15675,8090
gene53,-4.02277699,6.10537158,4.66E-21,6.13E-20,0.104222513,-1,1928,352,738,3275,7,6,8,7
gene3394,-3.379804726,6.259983796,5.51E-21,7.22E-20,0.082739599,-1,1539,475,772,4327,19,8,16,7
gene4021,-2.635370268,6.90099856,6.41E-21,8.37E-20,0.056100549,-1,2343,659,1508,5377,32,21,49,22
gene2706,4.598702039,7.38805631,6.66E-21,8.67E-20,0.164597909,1,72,41,159,381,682,78,495,156
gene2326,-2.753072301,7.087139851,6.77E-21,8.79E-20,0.061808472,-1,2465,896,1570,6184,46,21,32,29
gene2141,4.153337375,6.874702633,7.36E-21,9.51E-20,0.139634853,1,75,35,132,461,136,103,460,189
gene2922,-2.661154827,7.105455185,8.16E-21,1.05E-19,0.059427857,-1,2868,656,1502,7955,46,35,47,14
gene2273,-3.862060747,6.050599822,8.56E-21,1.10E-19,0.100549967,-1,1334,408,784,3481,6,5,14,6
gene2648,3.498117026,11.51497468,8.83E-21,1.13E-19,0.109758297,1,3357,1896,5098,8840,7918,4950,5081,2532
gene1239,2.988918422,9.167764957,1.10E-20,1.40E-19,0.083933034,1,1668,359,1214,2651,1678,435,1431,623
gene1105,2.890356027,8.393012084,1.13E-20,1.44E-19,0.078907444,1,992,196,692,2320,1005,245,911,316
gene342,-2.85151743,6.837122889,1.31E-20,1.65E-19,0.065359249,-1,2736,557,1235,5811,32,27,27,15
gene2237,-3.177318169,6.538540443,1.37E-20,1.73E-19,0.07712458,-1,1727,452,1288,5181,15,18,24,10
gene3451,-2.304422861,7.416682275,1.54E-20,1.94E-19,0.046373799,-1,3303,925,1731,8873,74,44,58,37
gene1169,2.538089787,7.829498443,1.57E-20,1.97E-19,0.061627756,1,521,237,473,2546,459,264,667,188
gene2254,-2.493850493,7.231944207,1.65E-20,2.07E-19,0.052939509,-1,2816,787.44,1897,7210,39,41,56,29
gene1349,-2.610897638,7.168962924,2.34E-20,2.91E-19,0.059783411,-1,2874,660,1780,7913,41,19,74,24
gene1262,2.488717591,8.130627481,2.48E-20,3.09E-19,0.060996383,1,1092,288,459,2776,602,300,837,219
gene2449,-2.436202768,7.286912222,2.59E-20,3.21E-19,0.052105757,-1,2701,675,2117,8754,70,37,47,28
gene1541,-2.260199052,8.154411494,3.04E-20,3.76E-19,0.048621003,-1,5715,1412,3259,14032,116,57,118,77
gene65,3.607980971,8.420131545,3.32E-20,4.08E-19,0.117484523,1,350,196,392,1883,1396,349,739,207
gene2160,-2.577194005,7.797697765,3.45E-20,4.24E-19,0.062388782,-1,4843,1231,2483,10474,101,33,100,25
gene2146,2.436803638,10.1673055,3.78E-20,4.62E-19,0.060222483,1,4789,964,2820,9674,2369,1681,2154,1114
gene2889,-2.937204389,6.875443088,3.98E-20,4.86E-19,0.073158354,-1,2313,549,1404,7183,50,16,23,14
gene2746,2.666712006,10.58395772,4.05E-20,4.92E-19,0.070972876,1,4909,1647,3235,8067,3248,2238,3287,1399
gene315,2.245362577,7.31474509,4.38E-20,5.31E-19,0.049176392,1,692,183,393,1570,241,195,394,181
gene3591,2.792797205,10.50222442,4.67E-20,5.64E-19,0.077309012,1,2962.74,1243.14,3500.2,9761.19,3053.77,2113.32,3784.42,1079.99
gene2428,2.418219979,7.414921087,4.96E-20,5.96E-19,0.057295323,1,884,142,386,1267,369,177,378,200
gene2512,-4.124968728,5.916205744,4.97E-20,5.96E-19,0.113677249,-1,1437,286,692,3549,9,6,4,4
gene3059,3.271851656,7.390966692,5.30E-20,6.34E-19,0.098789208,1,251,107,363,660,541,124,387,196
gene2329,2.255449021,9.039325351,5.35E-20,6.38E-19,0.052287667,1,2121,553,1560,4643,981,643,1192,535
gene2054,-2.302405897,7.629965052,5.66E-20,6.73E-19,0.049360569,-1,3119,1110,2011,11938,94,40,77,43
gene3012,-2.814588747,6.740802644,5.95E-20,7.05E-19,0.067116854,-1,2079,588,1226,5710,41,11,31,18
gene1090,3.125671495,8.428091758,7.10E-20,8.39E-19,0.09383178,1,981,199,524,1919,1150,290,1015,215
gene2488,-2.564067799,7.194814531,7.26E-20,8.56E-19,0.059345224,-1,2912,997,1383,6607,61,25,54,23
gene2238,-3.473283423,6.284039016,7.35E-20,8.63E-19,0.091018402,-1,1479,538,952,3431,10,12,16,8
gene3593,2.859342445,9.309376033,8.13E-20,9.52E-19,0.081451067,1,1152.81,428.61,1243.55,6300.85,1070.35,814.14,2077.65,527.38
gene2335,2.439259118,7.545247114,8.30E-20,9.69E-19,0.059154711,1,485,166,533,2008,301,289,442,176
gene3011,-3.637455988,6.067002044,8.64E-20,1.01E-18,0.099387223,-1,1150,455,727,3815,12,7,14,4
gene1667,-2.320661356,8.35824268,8.81E-20,1.02E-18,0.052962309,-1,6496,1687,3716,16497,121,64,131,90
gene3071,2.499517458,13.21599605,8.99E-20,1.04E-18,0.064616581,1,37121,9759,19027.21,73755.37,20037,14937,18063,8156
gene3361,2.110450556,7.541129122,1.03E-19,1.19E-18,0.044929754,1,801,219,600,1830,366,191,407,211
gene2279,-3.196414444,6.970097563,1.12E-19,1.29E-18,0.085936538,-1,2792,683,1488,6340,21,33,20,12
gene1628,2.566233368,10.96989985,1.13E-19,1.30E-18,0.0679898,1,7534,1731,3679,18220,3539,3576,3795,1770
gene3134,-2.992429995,6.367722887,1.15E-19,1.32E-18,0.073719831,-1,1429,461,1078,4354,25,10,26,9
gene1165,-2.270636471,7.651427647,1.27E-19,1.44E-18,0.048501189,-1,4431,881,2278,9914,63,52,89,50
gene1291,-2.892311598,6.862245879,1.32E-19,1.50E-18,0.072121893,-1,2615,557,1278,6476,32,30,28,11
gene444,2.225937826,8.045658039,1.46E-19,1.65E-18,0.051576038,1,1371,288,586,2506,578,323,606,221
gene149,2.887548854,7.063370649,1.55E-19,1.75E-18,0.080774234,1,251,90,338,978,420,133,302,119
gene758,2.254991042,8.36405316,1.56E-19,1.75E-18,0.053275542,1,1067,323,955,3969,752,390,629,335
gene4009,2.566610784,10.30100074,1.71E-19,1.92E-18,0.068574945,1,4170,1076,3129,9612,2829,2048,2290,1030
gene1473,-2.65084258,6.739414222,1.80E-19,2.01E-18,0.061754933,-1,2166,496,1129,6472,34,16,45,17
gene2096,-2.055653987,8.179525004,1.82E-19,2.03E-18,0.042540783,-1,5453,1390,3213,14741,138,77,141,71
gene3509,3.979666902,8.72532105,1.87E-19,2.08E-18,0.14434686,1,605,114,593,937,1812,317,1021,292
gene2499,-2.076524804,7.679407007,1.94E-19,2.15E-18,0.04229791,-1,3840,1063,2174,10077,101,46,106,49
gene143,-2.698100814,6.734121912,2.01E-19,2.22E-18,0.064344835,-1,1701,682,1192,5645,36,17,42,14
gene1808,-2.835514293,6.80019694,2.06E-19,2.27E-18,0.071088789,-1,2488,617,1265,5164,25,24,45,10
gene832,2.193344468,7.589284761,2.20E-19,2.42E-18,0.04947351,1,779,259,413,2196,429,236,454,149
gene2094,2.227383377,7.29925116,2.36E-19,2.59E-18,0.050710005,1,595,151,464,1818,277,180,307,210
gene3886,3.059945393,8.518023402,2.39E-19,2.61E-18,0.09386819,1,1460,183,533,1700,1122,309,751,433
gene537,2.287769359,9.110011449,2.48E-19,2.71E-18,0.055777292,1,2789,578,1204,4830,1195,673,1193,515
gene2532,3.067756516,11.49077934,2.52E-19,2.74E-18,0.094975425,1,7571.76,2175.45,4194.94,15615.56,4773.68,5403.14,8302.44,1632.49
gene2030,-3.503708969,6.136545324,2.66E-19,2.88E-18,0.098074315,-1,1547,362,667,4566,13,5,19,6
gene3034,2.253847342,7.085133451,2.72E-19,2.94E-18,0.051569562,1,550,131,367,1533,323,127,311,141
gene3710,-4.843356416,5.676259202,3.34E-19,3.60E-18,0.14771035,-1,946,215,798,3186,3,1,4,4
gene3045,-3.331105013,6.657425024,3.37E-19,3.63E-18,0.093923975,-1,2396,511,1321,4637,14,6,29,18
gene2725,-2.257680784,7.960815187,3.44E-19,3.69E-18,0.051227711,-1,5991,1117,2610,11729,108,50,104,63
gene1209,2.35341245,7.904657688,3.67E-19,3.93E-18,0.058502202,1,684,259,528,3077,383,267,508,335
gene4018,2.925821912,10.29249376,4.36E-19,4.65E-18,0.088580215,1,4748,613,2212,7631.59,3496,1029,3519,1141
gene3520,-4.223784825,5.786463317,4.39E-19,4.67E-18,0.130469175,-1,1397,296,651,2630,8,2,9,2
gene3702,3.20139921,7.31409621,4.70E-19,4.99E-18,0.100849904,1,255,85,245,1315,592,107,384,142
gene1012,2.346362188,8.749727376,5.03E-19,5.32E-18,0.05926118,1,2070,480,811,3720,817,456,1162,423
gene2124,-3.660684683,6.188210279,5.26E-19,5.55E-18,0.1102017,-1,1870,343,741,4273,19,3,14,5
gene888,3.125639119,7.397081672,5.57E-19,5.86E-18,0.09735351,1,437,96,226,1228,586,89,437,174
gene2709,-3.521594391,6.059805645,5.66E-19,5.94E-18,0.097398584,-1,1143,312,1058,3627,13,6,13,7
gene2032,-3.312262526,6.50569973,5.88E-19,6.16E-18,0.092353401,-1,2446,455,1074,3849,19,18,16,7
gene2855,-2.627965597,6.969770195,6.23E-19,6.50E-18,0.06314376,-1,2629,619,1560,5959,30,36,43,18
gene675,3.847336132,12.16539407,6.28E-19,6.53E-18,0.142117276,1,6894,2420,4692,10783,5021,11991,7962,4448
gene2004,2.827809829,9.186718175,6.42E-19,6.66E-18,0.08390893,1,1406,454,1084,4856,2106,516,1062,506
gene2511,-3.484255855,6.976340767,6.67E-19,6.91E-18,0.107741494,-1,2311,831,1437,7044,30,26,16,4
gene3683,-2.906518089,6.846176315,6.96E-19,7.19E-18,0.078971813,-1,2417,670,1081,6583,49,12,35,11
gene3153,2.557468411,7.101169118,7.05E-19,7.26E-18,0.067184158,1,389,133,332,1217,423,128,302,118
gene2134,-2.53034763,7.245783986,7.21E-19,7.41E-18,0.060163644,-1,3262,806,1735,6929,55,29,38,39
gene1319,2.210340599,7.734986497,7.25E-19,7.42E-18,0.052334971,1,1117,175,567,2224,387,297,440,212
gene84,-3.662792552,6.246795415,7.35E-19,7.50E-18,0.105927571,-1,1483,524,1025,2944,9,13,11,6
gene2337,2.991856497,10.55542759,7.37E-19,7.50E-18,0.093270009,1,4266.64,1174.21,2504.92,7575.53,2215.99,3214,2830,1346
gene2164,2.75765949,8.707551129,7.44E-19,7.56E-18,0.080347673,1,1758,312,682,2593,1275,348,1035,365
gene804,-2.755151611,6.509443042,7.57E-19,7.68E-18,0.066369357,-1,1750,458,1086,4955,25,18,31,13
gene1120,-2.297733257,7.274188634,7.60E-19,7.69E-18,0.050256379,-1,3180,872,1428,7704,54,40,59,38
gene840,3.089582959,6.740444479,9.74E-19,9.82E-18,0.094344153,1,206,84,184,680,117,143,294,165
gene2684,-6.159294669,5.383866228,9.97E-19,1.00E-17,0.198710863,-1,1244,172,497,2075,2,0,1,1
gene2867,-2.181471972,7.983188721,1.11E-18,1.11E-17,0.049472159,-1,5001,1276,2727,12636,113,48,111,72
gene146,-2.29419723,7.867691511,1.11E-18,1.11E-17,0.053720127,-1,3885,1249,3325,9959,75,57,93,63
gene2561,-3.498338487,6.406815929,1.21E-18,1.20E-17,0.100725872,-1,1555,455,1142,4767,6,16,17,9
gene3533,-3.308652815,6.36059674,1.24E-18,1.23E-17,0.092947337,-1,1064,430,1352,4684,21,12,14,8
gene1829,-2.643246645,8.333336819,1.33E-18,1.32E-17,0.073098032,-1,3606,1564,4599,22827,127,58,113,48
gene556,2.264547474,8.10908606,1.36E-18,1.35E-17,0.056405502,1,1057,296,816,2532,397,346,747,282
gene2509,-3.336457651,6.069410327,1.39E-18,1.37E-17,0.09061968,-1,1256,355,869,3674,11,9,17,7
gene3824,2.95507642,8.753915713,1.43E-18,1.40E-17,0.092249823,1,1783,366,455,1862,863,707,834,452
gene2120,2.560560336,9.219027893,1.52E-18,1.49E-17,0.071767461,1,2514,573,1199,3775,937,1002,1178,622
gene2313,-2.202423273,7.587230994,1.54E-18,1.51E-17,0.048757118,-1,4350.94,949,2013,8519,65,59,86,43
gene330,2.185802375,7.860804034,1.55E-18,1.51E-17,0.05267985,1,1074,255,647,2227,583,266,519,174
gene2954,-2.320576452,7.381544111,1.56E-18,1.52E-17,0.052712487,-1,2981,979,1904,7644,65,47,50,39
gene3876,2.212098949,9.01129956,1.57E-18,1.52E-17,0.054789591,1,2225,666,1147,5157,965,743,1019,485
gene1259,2.579585101,6.675953912,1.65E-18,1.60E-17,0.068220958,1,274,114,242,813,186,119,243,131
gene2549,-3.14239549,6.546554801,1.69E-18,1.64E-17,0.087627989,-1,1926,443,1180,5288,13,19,30,8
gene782,2.228000251,9.691410926,1.83E-18,1.76E-17,0.056078769,1,3622,849,2279,7956,1373,1129,1841,822
gene3020,-3.487133208,6.383677362,1.83E-18,1.77E-17,0.10311721,-1,1818,440,1058,4284,8,17,19,5
gene232,2.421825974,9.231701911,1.87E-18,1.79E-17,0.065222193,1,2813,577,1337,4351,1090,745,1685,510
gene3489,2.787229691,8.667244773,1.94E-18,1.86E-17,0.083905533,1,1171,267,989,2693,1345,323,888,376
gene2324,-2.624657779,6.779860967,2.27E-18,2.17E-17,0.064965129,-1,1751,752,1198,5345,30,20,46,19
gene2131,-2.226834462,7.83672939,2.30E-18,2.19E-17,0.05181681,-1,3738,1270,2678,11592,93,76,80,46
gene1735,-2.54706075,8.250639456,2.34E-18,2.22E-17,0.069260034,-1,7215,1229,4255,13524,122,77,116,32
gene582,2.080141131,7.855074983,2.43E-18,2.30E-17,0.048662184,1,1050,204,760,2870,472,272,441,249
gene3224,-2.510648708,6.781227927,2.62E-18,2.48E-17,0.059129435,-1,2602,514,1207,5109,37,22,39,23
gene1035,2.68719307,10.13011753,2.93E-18,2.76E-17,0.079919401,1,4323,879,2243,7190,3587,982,2247,1053
gene3719,-3.447342758,6.93231351,2.98E-18,2.81E-17,0.107795577,-1,3255,740,1124,5802,10,27,25,10
gene2426,2.728253007,10.53196651,3.18E-18,2.99E-17,0.082352894,1,4271,1184,3083,11412,2020,2935,2835,1439
gene3044,-2.490616724,7.138121495,3.19E-18,2.99E-17,0.060957215,-1,2346,757,1549,8321,34,41,60,22
gene1110,2.250123576,8.401706661,3.60E-18,3.37E-17,0.057370585,1,1041,437,888,3634,579,355,871,374
gene2767,2.240814306,8.28278478,3.67E-18,3.43E-17,0.056797889,1,1210,402,916,2336,544,373,720,337
gene904,4.771001197,8.599112,3.78E-18,3.52E-17,0.20719578,1,337,56,282,715,2177,174,522,350
gene1539,2.535864458,9.759053182,3.89E-18,3.61E-17,0.072414127,1,2262,1017,1877,7250,1907,1420,1548,718
gene1531,2.842472259,8.275761074,3.96E-18,3.66E-17,0.087701612,1,683,179,801,2350,977,370,703,199
gene1434,-2.360343192,7.062597096,4.41E-18,4.07E-17,0.054263406,-1,2380,652,1522,7473,39,34,50,34
gene4007,2.445965955,10.00056013,4.60E-18,4.23E-17,0.068226414,1,3366.05,1133,2187,9533,1700,1786,1975,929
gene3095,2.5293594,7.232952711,5.64E-18,5.19E-17,0.069874499,1,594,153,288,1219,244,147,301,253
gene492,2.172924699,8.241247684,5.79E-18,5.31E-17,0.054305578,1,1261,372,833,2974,436,443,631,328
gene847,3.205972678,9.574404553,6.28E-18,5.75E-17,0.1109485,1,1777,291,1700,3425,1939,702,2679,539
gene2100,-2.906997701,6.592913662,6.67E-18,6.08E-17,0.07849301,-1,1664,531,1325,4814,15,21,32,14
gene2745,2.782813765,10.97052615,6.77E-18,6.16E-17,0.087040872,1,6512,1723,3807,11807,2474,3750,3652,2415
gene3046,-2.480333858,6.809270396,7.52E-18,6.83E-17,0.059442015,-1,1974,616,1164,6346,30,28,43,23
gene2435,2.161037886,8.542494988,8.74E-18,7.92E-17,0.054730765,1,1906,340,1060,3816,772,384,806,406
gene3475,2.816166005,9.008457779,9.23E-18,8.34E-17,0.089162819,1,2169,419,680,2949,1514,377,1195,573
gene1030,2.880924126,7.464888205,9.66E-18,8.71E-17,0.090859854,1,511,110,352,1291,690,137,330,150
gene2011,2.173423104,9.304990405,1.01E-17,9.07E-17,0.055839141,1,2698,776,1785,5753,1486,726,1336,543
gene1439,3.03814464,9.214793186,1.02E-17,9.18E-17,0.102351953,1,1505,272,1276,3706,2259,508,1052,534
gene2717,-3.155456443,6.203330792,1.22E-17,1.09E-16,0.089618346,-1,1355,380,937,4148,15,15,18,6
gene2908,2.544203959,9.519876564,1.24E-17,1.11E-16,0.075129164,1,2772,581,2003,4713,1638,1131,1137,749
gene2179,12.07839942,5.132412253,1.27E-17,1.13E-16,0.425086834,1,0,0,0,0,165,5,85,60
gene1185,-3.191047614,6.058914014,1.28E-17,1.14E-16,0.089461095,-1,1435,335,763,3618,14,10,17,7
gene597,-2.325569965,7.233750184,1.36E-17,1.21E-16,0.055890062,-1,3229.92,755,1393,8099.62,42,39,66,36
gene3141,-2.083468664,8.08527454,1.47E-17,1.30E-16,0.049122105,-1,4715,1364,3186,13660,146,84,111,53
gene643,2.166582434,10.19804724,1.48E-17,1.31E-16,0.056426293,1,5342,1246,3204,12299,1929,1628,2483,1180
gene2719,-3.654622699,6.191535063,1.68E-17,1.48E-16,0.11627911,-1,1502,324,1008,4269,6,14,14,4
gene1693,2.657086529,9.495982999,1.86E-17,1.64E-16,0.082103335,1,2651,616,1452,4948,849,1298,1513,814
gene2808,2.367556876,8.451733591,1.98E-17,1.74E-16,0.066178602,1,1051,369,961,3480,451,462,881,412
gene2952,-2.605261235,6.572409046,2.02E-17,1.77E-16,0.066743101,-1,1767,477,1252,4626,31,22,34,13
gene2045,-2.237362109,7.101420244,2.06E-17,1.80E-16,0.052174757,-1,2406,790,1347,7227,47,40,65,27
gene2739,2.218310057,8.58535845,2.49E-17,2.17E-16,0.059104262,1,1704,430,977,3790,535,530,943,392
gene617,-2.929344529,6.186189119,2.66E-17,2.32E-16,0.079793022,-1,1398,346,919,4021,18,13,22,9
gene2159,-2.534778496,6.89526681,2.75E-17,2.38E-16,0.06473134,-1,2009,673,1286,6708,32,34,36,23
gene446,2.267623459,9.110896653,2.76E-17,2.38E-16,0.062076783,1,1994,605,1251,6778,867,898,1046,554
gene2821,-6.006581526,5.272901738,2.92E-17,2.52E-16,0.210124827,-1,955,203,491,1833,2,2,0,0
gene497,2.487059267,7.9063655,3.09E-17,2.66E-16,0.072280648,1,1133,250,450,1589,682,190,544,244
gene1389,2.541945675,7.905837514,3.14E-17,2.70E-16,0.075352422,1,923,205,501,2077,699,168,402,330
gene2158,-2.679955148,6.502103787,3.28E-17,2.81E-16,0.070908373,-1,1900,492,975,4489,33,19,27,12
gene2820,-2.659834943,7.010982473,3.39E-17,2.90E-16,0.07581759,-1,3608,619,1246,5626,54,20,51,14
