row_name,logConc,logFC,pVal.Tgw,adj.pVal.Tgw,Tgw.Disp,UpDown.Tgw,B29,B30,B31,B32,LO2,LO3,LO4,LO5
gene3569,0.937069078,7.915039201,0.001690122,0.002977871,0.080992063,1,1328,658,1171,5362,624,182,365,134
gene798,0.883575932,7.800744823,0.001698898,0.002991962,0.072491536,1,1993,553,810,5056,232,250,285,250
gene4003,0.711874275,8.229570743,0.001722617,0.003032342,0.047102376,1,2279,742,1682,7363,404,314,469,222
gene183,-0.731970144,8.598646561,0.001751989,0.003082634,0.049648034,-1,6051,1437,3282,14745,363,197,339,201
gene1051,0.731308866,7.864918705,0.001776941,0.003125106,0.049551184,1,2367,443,1425,4758,322,189,450,179
gene439,0.941589138,6.431839713,0.001796817,0.003158615,0.078804436,1,547,189,486,1928,106,69,199,75
gene3510,0.822809,7.216761163,0.001810102,0.003180512,0.062174149,1,1402,385,663,2864,162,152,225,153
gene1577,4.659872864,5.216535529,0.001812467,0.003183212,1.445649462,1,0,0,87,0,179,103,13,4
gene2346,-0.808788637,7.493626256,0.001818711,0.003192718,0.059753976,-1,2477,716,1627,7303,195,118,147,48
gene3555,0.694016216,7.451344367,0.001821244,0.003195705,0.043781248,1,1540,462,902,3930,238,180,274,129
gene3602,-1.431613703,5.540938557,0.001828488,0.00320695,0.16961848,-1,863,192,502,1635,38,10,21,22
gene3713,-2.029310579,3.189963107,0.001869549,0.003277471,0.264576843,-1,85,29,122,446,3,1,7,1
gene1340,1.727038701,4.717495246,0.001881414,0.003296766,0.258285759,1,79,35,77,695,40,15,79,35
gene2138,-0.728336869,7.839826411,0.00188732,0.003305606,0.048562062,-1,3386,730,1910,10426,206,145,216,90
gene1,-0.88590422,7.499803126,0.001898213,0.00332317,0.074254399,-1,3052,798,1473,6302,205,53,221,53
gene2186,-0.89696002,6.629861111,0.00191049,0.00334314,0.068370788,-1,1227,462,899,3867,67,51,77,55
gene3137,-1.339600495,5.637609926,0.001933098,0.003381161,0.153029428,-1,454,216,640,2349,39,16,32,18
gene655,-0.746927243,7.644066149,0.001960583,0.003427674,0.050435396,-1,2468,894,1629,8128,170,97,161,121
gene2942,-1.422444455,5.109880918,0.00196811,0.003439268,0.165581933,-1,381,147,386,1726,22,12,27,9
gene393,-1.214333081,6.044173484,0.001972894,0.003446061,0.125201029,-1,915,236,531,3944,28,24,52,37
gene2506,-0.794193545,8.148088666,0.001997516,0.003487481,0.059189394,-1,4927,1289,2200,8582,192,184,260,130
gene3063,1.059655734,6.10455124,0.002008953,0.003505857,0.102521044,1,652,113,271,1531,153,65,92,55
gene3319,-0.955343518,6.682040958,0.002019675,0.003522967,0.080737084,-1,1228,452,683,5707,90,44,71,53
gene3917,-4.301148846,4.659452746,0.002056088,0.003584762,1.296109517,-1,1,313,7,2177,5,0,5,0
gene844,-1.890173355,3.776682598,0.002056968,0.003584762,0.236383814,-1,177,39,146,803,9,3,3,4
gene3485,-1.620360273,5.360762749,0.002074264,0.003613265,0.211771437,-1,686,158,403,2093,14,13,12,25
gene2935,-0.795246371,8.311970973,0.002091879,0.003642298,0.060626994,-1,4952,1301,3392,8614,326,186,243,128
gene808,0.826880816,6.722711302,0.002094318,0.003644892,0.062239813,1,909,268,500,2219,197,78,199,72
gene1652,-0.716886126,7.89844497,0.002107648,0.00366643,0.04762675,-1,3474,939,2279,7838,172,135,224,134
gene238,-0.696345425,7.374289792,0.002145537,0.003730651,0.044449333,-1,2473,611,1354,6566,153,98,174,64
gene2014,1.53161296,4.667045287,0.00215288,0.003741724,0.205383074,1,121,46,92,516,34,18,80,27
gene2943,-1.381960972,5.558400427,0.002185074,0.00379596,0.17207162,-1,657,245,454,1927,31,9,53,12
gene2002,-0.904888697,6.391476042,0.002193234,0.003808415,0.071353257,-1,1196,320,830,3275,66,51,68,32
gene3094,0.689967689,7.811284538,0.00222376,0.003859675,0.045860636,1,1931,542,1130,5803,274.44,187,414,189
gene505,2.645750513,3.013130259,0.002239574,0.003885368,0.556986968,1,8,6,55,21,18,13,27,9
gene2289,-0.892805549,8.952781962,0.002255086,0.003910512,0.078499964,-1,7511,2066,4662,18306,365,409,324,159
gene3624,-1.349214438,5.108795626,0.002316487,0.004015174,0.153763963,-1,499,147,371,1401,24,14,25,9
gene963,1.153823707,6.055135326,0.00234196,0.004057496,0.126793994,1,353,100,231,2219,120,55,124,63
gene2242,-0.860228439,7.261719111,0.002347621,0.00406547,0.068670364,-1,1874,619,1550,6254,84,116,122,67
gene3067,0.894152004,6.928473879,0.002406949,0.004166332,0.076635477,1,911,258,694,2587,257,66,256,82
gene3228,-0.842660951,7.207442805,0.002410834,0.004171177,0.065938707,-1,1902,569,1510,5850,108,112,97,62
gene1302,-1.123555378,6.163832563,0.002412582,0.004172322,0.116391709,-1,928,237,820,3441,86,25,37,25
gene463,0.868360105,8.315271325,0.002425624,0.004192989,0.075810952,1,3263,609,1483,6644,434,436,327,266
gene1355,-1.304018806,5.424875326,0.002473405,0.00427366,0.152725479,-1,726,165,405,1891,30,16,41,9
gene3159,0.975344781,8.251548237,0.002482037,0.004286648,0.095830909,1,3205,619,1295,5073,241,462,462,260
gene635,-0.97605333,6.193934525,0.00255659,0.004413421,0.084827355,-1,1121,241,656,3454,59,35,50,36
gene1621,-0.882829149,6.386592714,0.002592607,0.004473587,0.070787416,-1,1234,297,721,3764,77,35,72,39
gene1936,-0.926185754,7.053960435,0.002661015,0.004588053,0.081787997,-1,1456,728,1246,4692,72,99,104,53
gene966,-0.840949854,6.813286,0.002661333,0.004588053,0.066198541,-1,2106,344,940,4419,80,47,117,60
gene551,-0.697290783,7.109359826,0.0026867,0.004629705,0.044941782,-1,1906,504,1244,5351,118,82,127,67
gene3452,1.456208384,5.189769854,0.002717741,0.004681096,0.198985391,1,166,79,143,641,58,23,122,28
gene3032,-0.737648326,7.604395219,0.002726497,0.004694073,0.053590263,-1,2812,718,1769,7481,226,121,145,68
gene2251,-3.432676417,1.333305125,0.002730346,0.004698592,0.391713928,-1,11,15,19,110.06,1,0,0,0
gene3459,-0.723273142,7.282585233,0.002777552,0.004777689,0.050582668,-1,2613,598,1388,4771,167,88,132,63
gene1584,-0.728658868,7.855582203,0.002808545,0.004828837,0.053388033,-1,3962,892,1895,7756.59,278,121,192,89
gene1558,0.836245511,10.57754988,0.002823174,0.004851817,0.073575788,1,15352,3202,8335,26301,2260,1106,3661,992
gene1736,-0.816357703,7.318039194,0.002831551,0.004864038,0.064669455,-1,3050,599,1096,5970,132,114,111,65
gene1288,-0.794140812,7.299813333,0.002883642,0.004951306,0.063582507,-1,1813,777,1158,6902,168,60,180,57
gene2389,0.910144282,6.564199407,0.002923288,0.005017136,0.081237347,1,806,257,411,1709,158,80,213,55
gene2140,-0.755408117,7.815992563,0.002924916,0.005017688,0.056930666,-1,2479,944,2297,8707,171,162,187,96
gene549,-0.881256884,6.427077511,0.003002359,0.005148241,0.072613516,-1,1133,316,713,4250,83,45,61,37
gene2306,1.626799569,4.017588369,0.003021714,0.005179118,0.237613249,1,62,27,82,263,47,10,37,14
gene1393,0.881187651,7.205302662,0.003034537,0.005198776,0.078935746,1,1301,297,722,3324,329,100,315,68
gene2672,-1.328633549,5.646577206,0.003048346,0.005220105,0.162405423,-1,780,240,346,2535,27,12,33,29
gene1019,1.06680374,5.971578113,0.003115672,0.00533302,0.113837988,1,326,105,322,1769.94,87,74,105,56
gene79,-0.729548127,7.984906752,0.003119548,0.005337276,0.053806725,-1,4099,936,1962,9936,172,174,218,128
gene1973,-1.844042339,3.666278806,0.003125488,0.005345058,0.285029851,-1,301,27,99,588,9,1,9,1
gene3521,-0.931952229,7.269240693,0.003128986,0.005348658,0.09018323,-1,3121,546,1261,5486,140,80,188,27
gene2258,-0.945407235,8.124040774,0.003162044,0.005402763,0.093188157,-1,2560,1339,4016,7487,270,167,172,104
gene237,1.35264254,5.679786383,0.003175496,0.005423334,0.181339135,1,377,102,173,870,112,17,126,54
gene1974,0.921243102,6.771837242,0.003191564,0.005447369,0.08665412,1,598,283,672,2086,110,110,179,122
gene3435,-1.700531924,3.885800125,0.003192405,0.005447369,0.252608907,-1,233,48,126,806,9,2,14,1
gene998,-0.923294299,6.258948276,0.003198387,0.005455153,0.081765682,-1,1263,333,644,2660,79,31,60,32
gene220,0.805941557,7.919883713,0.00325011,0.005540911,0.068440532,1,2318,487,1111,5943.75,590,161,327,166
gene3813,0.786076403,8.088051937,0.003327856,0.005670937,0.065951442,1,2406,629,1131,7096,365,365,327,196
gene170,-0.678513055,7.962577079,0.003352563,0.005710508,0.047256783,-1,3144,1167,2011,8930,211,142,227,134
gene2291,0.698234081,8.329633645,0.003357538,0.005716447,0.052107176,1,3069,736,1814,6912,436,363,462,229
gene2162,-0.695412339,7.418621813,0.003376201,0.005745674,0.049265318,-1,2633,611,1539,6122.53,138,73,215,84
gene3406,1.56673396,4.608751191,0.003395008,0.005775122,0.236516066,1,119,40,107,422,75,35,33,10
gene3865,-0.738748728,7.438339945,0.003423822,0.005821559,0.054539775,-1,2350,645,1576,6966,139,124,120,85
gene2936,-0.744751074,8.055599203,0.003428206,0.005826434,0.05913619,-1,3987,1201,2323,8259,332,120,247,96
gene1441,0.736316493,7.723267467,0.003451385,0.005863233,0.057779997,1,2078,401,997,5720,214,191,401,191
gene1623,-0.911902737,6.208221524,0.00346539,0.005884422,0.08186774,-1,1163,301,633,2842,72,27,72,29
gene3562,1.086565472,9.137072644,0.003507955,0.005954067,0.128012965,1,4296,712,4050,8400,1505,345,1207,251
gene2829,-0.799143095,6.737408177,0.003565431,0.006048948,0.064720606,-1,1583,343,1104,4087,95,41,126,45
gene251,-0.744348107,7.093269242,0.003592765,0.006092631,0.054704876,-1,1838,526,1146,5733,93,91,118,69
gene624,1.059919084,6.174405107,0.003597736,0.006098369,0.115674556,1,276,190,327,1833,129,66,108,71
gene2791,-2.101859795,6.490718019,0.00361966,0.006128505,0.43490652,-1,1864,8,1237,6970,41,29,28,22
gene1213,1.123879841,5.758126011,0.003619776,0.006128505,0.129723622,1,316,91,239,1488.31,80,44,126,48
gene3958,1.804726596,2.527880069,0.003620301,0.006128505,0.262234546,1,26,7,25,117,17,3,17,6
gene1131,-2.017669835,4.027179473,0.003622196,0.006129011,0.341562252,-1,164,68,217,792,9,0,4,8
gene271,0.901366246,8.654795402,0.003672965,0.006212179,0.089183291,1,3313,1087,2066,6119,314,477,679,406
gene1403,-0.75323453,8.445038914,0.0037845,0.006398003,0.062025926,-1,5631,1274,2976,13115,443,170,259,141
gene865,-1.355623044,5.046726005,0.003797597,0.00641732,0.176571935,-1,458,127,366,1477,25,6,29,11
gene3055,-1.072999627,5.939236255,0.003824951,0.006460703,0.115270638,-1,1064,187,729,2120,47,18,63,25
gene401,-0.88877897,6.742069979,0.00385653,0.006511179,0.078763131,-1,1315,410,1207,4053,69,46,80,72
gene2245,0.952107892,6.741192555,0.003864107,0.006521105,0.095935776,1,906,235,581,1797,270,52,161,91
gene1534,0.956734628,6.71495035,0.00387749,0.006540817,0.097355293,1,1180,246,301,1980,190,59,193,106
gene346,-0.691845473,7.29121753,0.003910956,0.00659359,0.048878086,-1,2569,483,1429,5763,115,91,162,80
gene3641,-1.505471315,4.4578355,0.003912208,0.00659359,0.197089601,-1,414,89,183,900,13,4,13,10
gene3076,-1.185037787,5.696386875,0.003929441,0.006619729,0.140170693,-1,922,264,439,1614,46,12,41,22
gene943,-0.65796113,7.581280984,0.003968989,0.006683422,0.045426798,-1,2250,731,2074,6461,171,110,194,90
gene1832,-1.1696753,5.781983614,0.003990945,0.00671745,0.134509,-1,665,196,693,2369,25,22,52,25
gene3151,1.21812334,5.884037016,0.004015201,0.006755315,0.157257126,1,229,90,327,1529,134,32,132,48
gene248,0.683687599,7.788673213,0.004017421,0.006756091,0.051200017,1,1926,598,1132,4969,313,233,259,192
gene921,-0.82993664,6.560055539,0.004036267,0.006784815,0.069089423,-1,1596,378,806,3142,78,43,82,50
gene1598,-1.275812912,5.456759184,0.004047964,0.0068015,0.166859287,-1,626,195,454,1792,33,12,49,9
gene2230,1.235057045,5.507662294,0.004089835,0.006868848,0.15928521,1,254,69,248,982,110,40,82,31
gene535,-0.747977649,6.88565361,0.004098963,0.006880226,0.057812675,-1,1330,445,1142,5160,94,63,132,50
gene2113,0.69652869,8.343699958,0.004100192,0.006880226,0.054260132,1,3144,777,1770,6808,368,345,495,274
gene3080,-0.88614889,6.682470506,0.004115553,0.006902987,0.079116195,-1,1438,436,861,4258,83,55,54,62
gene256,0.686444734,7.501883735,0.004130323,0.006924736,0.051145212,1,1836,400,974,4084,367,128,245,139
gene1982,0.947481592,6.324770212,0.004189956,0.00702165,0.095722313,1,653,162,398,1744,116,47,204,66
gene1512,0.820469713,7.933488318,0.004241172,0.007104379,0.075173429,1,1604,498,1804,4825,452,270,412,111
gene3472,-1.16822612,5.662722581,0.004272644,0.007153978,0.136857352,-1,545,232,656,1771,37,18,42,20
gene3793,1.410242933,5.286687288,0.004275441,0.007155541,0.210400898,1,185,50,264,595,82,24,62,54
gene4025,-1.205692413,5.609182516,0.004313548,0.007216176,0.150462422,-1,712,207,458,2165,33,12,57,15
gene1317,-1.418136204,4.858624191,0.004328642,0.007238273,0.191816537,-1,397,75,408,1298,22,7,19,10
gene3347,0.845038542,6.674143045,0.004363152,0.007292806,0.077676418,1,866,252,521,2002,131,129,118,94
gene3078,1.512814913,6.733413684,0.004371024,0.007302785,0.250632142,1,753,73,557,1766,308,43,53,178
gene3174,-1.314158261,5.323928351,0.00442727,0.007393233,0.171604409,-1,429,149,466,2081,31,10,25,18
gene3261,0.658058347,7.944829522,0.00442901,0.007393233,0.048445774,1,2122,638,1518,5034,354,267,347,170
gene3912,-4.116738103,4.358704531,0.004549312,0.00759075,1.364815327,-1,0,242,0,1807,2,2,4,0
gene3500,-0.745851669,7.155014768,0.004563429,0.007610999,0.061334844,-1,1916,544,1145,6360,179,53,138,56
gene1372,1.977493005,2.801643902,0.004597619,0.007664694,0.357110385,1,20,11,33,95,22,1,28,5
gene1998,1.302121536,5.96748975,0.004603603,0.007671339,0.184981132,1,519,97,198,1312,182,18,115,60
gene3922,-4.337641405,4.902644829,0.004611929,0.007681882,1.532250532,-1,1,381,1,2596,5,0,7,0
gene3248,0.766155923,7.402546179,0.004674067,0.007782007,0.065637195,1,1285,487,1032,2791,247,102,307,169
gene3914,-5.130505404,4.466494996,0.004716203,0.007848758,1.864709024,-1,0,2,1,4409,1,0,2,1
gene3192,1.554178557,4.180531381,0.004720262,0.007852112,0.245796658,1,78,28,72,411,52,8,35,21
gene1382,0.693405235,7.65840811,0.004752075,0.007901611,0.054426215,1,2255,377,993,5006,381,146,332,139
gene2244,-1.274798048,4.985900469,0.004897511,0.008139914,0.161427586,-1,578,131,262,1254,28,10,21,10
gene1407,0.842826574,7.328390543,0.004902053,0.008143938,0.080811549,1,1166,285,1024,3874,406,99,263,92
gene1117,-0.692731672,7.155412138,0.0049164,0.008164242,0.052028289,-1,1876,487,1195,6488,132,93,136,54
gene2601,0.669605432,8.18515068,0.005008042,0.00831283,0.052115675,1,2452,767,1585,6711,331,330,474,205
gene2016,-0.801882266,7.731280492,0.005051128,0.008380727,0.072224721,-1,3089,715,2172,8249,122,177,156,92
gene1180,-0.665299891,7.836287663,0.005066111,0.008400167,0.050088515,-1,4119,770,1689,8369,187,116,264,113
gene995,1.106968468,5.994779608,0.005067218,0.008400167,0.13708891,1,457,151,281,1155,52,101,99,60
gene1716,1.655972157,5.463101946,0.005086842,0.008429059,0.302916885,1,165,19,292,824,78,22,89,72
gene1717,1.238566706,5.235944541,0.005150742,0.008531263,0.167957887,1,220,59,200,808,69,24,76,43
gene3913,-4.059313264,5.183548612,0.005164881,0.008550995,1.395333346,-1,2,323,1,4513,3,1,8,3
gene1703,-1.034667139,6.051175852,0.00516932,0.008554657,0.118933332,-1,1047,245,595,2924,81,21,58,16
gene2304,0.732218812,8.591990809,0.005214852,0.00862629,0.063476999,1,3102,1019,2153,8078,498,450,700,214
gene2634,-0.702992367,7.216423882,0.005253268,0.008686096,0.053599956,-1,2356,584,1200,5175,105,97,131,79
gene59,1.105378002,6.197043621,0.005270819,0.008711366,0.138530011,1,826.06,114,339,1004,199,55,81,63
gene1842,0.709123597,7.946940476,0.005281707,0.008725254,0.059286728,1,2555,589,1187,5297,252,248,355,249
gene2958,-0.936846844,6.077750484,0.005283765,0.008725254,0.091595415,-1,1111,225,624,2769,43,36,60,31
gene3378,-1.591310234,4.344784106,0.005343895,0.008820757,0.256076548,-1,230,82,193,1162,14,1,17,6
gene4014,0.735142377,6.648489239,0.005398828,0.008907603,0.060554686,1,793,205,582,2663,153,92,176,70
gene3167,1.206378465,5.505787754,0.005408736,0.008920117,0.162010246,1,315,70,279,720,110,42,76,31
gene1746,-0.958656522,6.334708218,0.005592363,0.009218999,0.098185491,-1,1266,271,880,2969,63,41,40,48
gene3187,0.733634205,7.85868014,0.005670872,0.00934441,0.064477927,1,2935,392,1227,4464,396,189,306,208
gene1362,-1.002462971,6.048911695,0.005676045,0.009348923,0.108370089,-1,1369,275,463,2223,55,26,47,34
gene719,-0.799002737,6.930299438,0.005713384,0.00940639,0.073126781,-1,2217,476,1030,3768,127,36,120,64
gene3662,-0.966169572,5.870004762,0.005719076,0.009411727,0.099277003,-1,826,275,472,2316,48,24,47,28
gene1331,-0.68794483,7.657583282,0.005742354,0.009445988,0.055404147,-1,2894,762,1534,8586,263,99,155,85
gene2477,-0.846617915,6.533144111,0.00576818,0.009484409,0.079098337,-1,1730,378,559,3638,81,42,83,44
gene937,-0.788648871,6.799399762,0.005855937,0.009624585,0.069210675,-1,1804,430,729,4904,110,48,81,64
gene2832,-1.964940667,3.004530642,0.005920979,0.009727323,0.25934646,-1,136,19,111,243,4,2,2,2
gene2315,0.609465083,7.914220163,0.006141913,0.010085971,0.04476167,1,2060,588,1463,5905,292,241,398,175
gene699,-1.067952175,5.996601846,0.006163894,0.010117742,0.133087523,-1,1168,277,482,2438,74,25,57,11
gene2432,0.683625489,8.575752781,0.006200237,0.010173051,0.05773966,1,3366,918,2207,8465,487,453,573,250
gene310,1.132801701,5.614285787,0.006214711,0.010191289,0.149423941,1,330,74,197,1378,80,44,118,34
gene852,-0.981689404,6.741186609,0.00621666,0.010191289,0.111906549,-1,1945,435,981,3468,133,41,38,54
gene3306,0.658465357,7.915464543,0.006255324,0.010250299,0.05265951,1,2719,534,1452,4270,399,223,361,163
gene3054,-0.847181064,7.187883448,0.006317431,0.010347656,0.084157393,-1,2015,575,1250,6340,70,122,137,49
gene3661,-1.212106418,5.471547141,0.006451646,0.01056299,0.164706129,-1,542,178,468,2108,25,12,52,15
gene3031,-1.323495537,5.222660836,0.006456487,0.010566221,0.195496569,-1,642,134,467,1196,41,7,22,12
gene1587,-0.772949012,6.775866505,0.006459122,0.010566221,0.070044738,-1,1680,445,711,4861,101,40,129,49
gene3183,0.824156549,7.848484714,0.006466797,0.010574273,0.083627706,1,2450,559,947,4371,464,269,353,90
gene835,0.778103019,8.684361876,0.00649963,0.010623438,0.07593299,1,3171,620,3395,8085,622,331,789,307
gene754,0.725067675,7.340526644,0.006554288,0.010708219,0.064264054,1,1965,314,787,3317,292,156,180,132
gene1289,-1.551108121,4.817051524,0.006708629,0.010955715,0.277082168,-1,599,74,232,1462,31,2,21,4
gene982,0.965106313,6.296461634,0.006872305,0.011214092,0.111610089,1,794,151,328,1585,202,53,138,43
gene740,-1.092244232,5.900607393,0.006872682,0.011214092,0.133252166,-1,1076,189,529,2678,34,17,44,40
gene3393,-1.169305433,5.462051271,0.006876972,0.011216326,0.149998539,-1,778,186,466,1296,33,21,27,17
gene2924,-1.271291062,4.795595995,0.006882861,0.011221166,0.165405616,-1,498,114,235,1072,20,9,17,12
gene3832,-0.692005818,6.929554372,0.006945611,0.011318664,0.056256214,-1,1630,389,1016,5754,125,59,123,54
gene4036,1.08434421,9.106183354,0.007017147,0.011430391,0.14953825,1,4206,1057,2382,11576,451,1155,847,216
gene2977,-1.533635704,3.922731687,0.007061481,0.011497731,0.21567198,-1,153,88,131,658,7,5,8,6
gene1593,-1.435727036,5.072659317,0.007073378,0.011512223,0.232721436,-1,474,133,300,1831,35,3,16,14
gene2321,-0.724682132,7.094388441,0.007076594,0.011512578,0.061136875,-1,1546,529,1381,5387,97,70,116,89
gene3570,-1.244272951,5.507230601,0.007142648,0.01161512,0.178981918,-1,1093,119,423,1623,41,12,36,15
gene570,-0.764630619,6.533822735,0.007159417,0.011637461,0.068283986,-1,1350,386,805,3263,74,49,106,36
gene415,-0.611917545,7.890254727,0.007193652,0.011688164,0.045955203,-1,3328,833,2330,7908,244,109,229,134
gene2409,-3.841870165,6.414050661,0.007312254,0.011875843,1.430798797,-1,0,979,2133,1,15,11,15,2
gene263,0.719120829,8.039242642,0.007320884,0.011884834,0.066286996,1,2516,651,1120,6503,250,294,368,256
gene3377,-0.860416384,6.376722877,0.007367648,0.011955698,0.086864469,-1,1420,343,682,2825,89,29,59,45
gene1268,0.63954012,7.75648751,0.00737282,0.011959037,0.051648879,1,1748,527,1248,5572,310,252,272,147
gene460,1.162154927,5.489562089,0.007383759,0.011971726,0.162758081,1,285,62,302,811,97,41,81,33
gene3221,-0.82744148,7.322234821,0.00739075,0.011978004,0.086902955,-1,2406,749,1286,5604,232,41,138,61
gene411,-0.784935415,6.341964802,0.007479801,0.012117214,0.071218043,-1,1123,341,654,3231,77,44,70,34
gene1731,1.353317578,4.540054263,0.007512132,0.01216446,0.212236552,1,180,33,101,435,59,11,49,23
gene3079,-0.793999855,6.370004524,0.007655515,0.012391417,0.072462924,-1,1094,286,767,3621,61,50,78,36
gene1617,-0.957001178,6.161232349,0.007756418,0.012549453,0.105639344,-1,1333,238,707,2379,41,32,54,45
gene3038,-0.919216411,5.909847315,0.00776708,0.012561413,0.099102307,-1,766,281,583,2120,52,29,57,21
gene2462,0.673782064,8.007326824,0.007791826,0.012596129,0.058351787,1,2196,700,1598,4771,516,219,320,177
gene161,-0.805871162,6.442153954,0.007974821,0.012886532,0.075784055,-1,992,377,677,4085,72,42,69,49
gene3444,-1.342116692,4.54804626,0.007999579,0.012921102,0.195517307,-1,370,88,192,1143,12,12,20,4
gene1966,0.661947672,7.229019174,0.00803463,0.012972263,0.055125662,1,1689,326,827,3047,263,126,255,90
gene312,0.700780036,6.936221918,0.008054783,0.012999337,0.062377622,1,1348,226,660,2825,141,106,207,116
gene3923,-3.844912591,4.269597716,0.008181576,0.013198418,1.382383412,-1,0,299,2,997,3,0,4,2
gene37,0.872441206,6.058300912,0.008220606,0.013255813,0.094171504,1,461,157,329,1663,80,71,120,57
gene1260,0.673152907,7.244142261,0.008254492,0.013304869,0.058198829,1,1837,333,757,2942,208,123,225,144
gene1690,1.475157408,4.672024102,0.008300659,0.01337367,0.263733272,1,112,44,126,486,59,11,29,46
gene2439,-0.624354554,7.390079315,0.008370759,0.013480959,0.048419718,-1,2137,807,1293,5582,155,88,162,92
gene2667,-0.63966829,7.021726131,0.008400965,0.013523935,0.049323259,-1,1920,430,1046,5373,119,69,124,70
gene230,-1.136675107,5.556609639,0.008425979,0.013558519,0.149577641,-1,864,215,425,1414,25,22,36,22
gene2248,-1.152528639,6.46543347,0.008469199,0.01362236,0.171895725,-1,1008,280,1140,4316,33,34,147,15
gene2736,0.631335876,8.066423641,0.00847658,0.013628525,0.052322687,1,2791,737,1396,5156,345,255,490,176
gene1533,-0.809405233,7.039986565,0.008490425,0.013645071,0.085166933,-1,2930,465,863,4255,136,49,162,43
gene925,0.906079387,5.990925194,0.008694675,0.013967481,0.103685231,1,647,113,269,1499,121,45,103,58
gene348,0.61311819,7.369703204,0.008711584,0.013988794,0.048867647,1,1360,394,970,4399,204,179,229,129
gene1741,-0.654947302,7.669201541,0.008812947,0.014145645,0.054898094,-1,3057,778,1654,7404,184,81,183,139
gene2308,-1.224128311,4.908752842,0.008826583,0.014161615,0.171407851,-1,380,121,334,1247,17,8,30,12
gene919,-0.776918556,6.846486231,0.008878688,0.014239266,0.07723104,-1,2164,490,678,4124,138,56,93,43
gene1950,-1.050894612,5.660602572,0.00890355,0.014273178,0.136581644,-1,650,201,479,2349,46,13,51,19
gene74,0.854446066,6.447225487,0.008923967,0.01429994,0.093772942,1,497,240,582,1522,113,65,168,87
gene2458,-0.634829206,8.568529026,0.00895171,0.014338414,0.053746847,-1,5908,1280,3128,14654,292,253,397,176
gene756,0.701617408,9.351295888,0.009025862,0.014451161,0.067696419,1,7187,1406,2944,15394,714,764,921,537
gene4042,-1.017041468,5.691252238,0.009029851,0.014451524,0.12308037,-1,906,182,516,1798,43,20,36,26
gene1594,0.699358002,9.568350444,0.009042071,0.014465053,0.067272066,1,6713,1751,5215,13445,1009,894,1132,494
gene1994,-2.675731611,1.536270734,0.009067437,0.014499595,0.405016384,-1,10,12,23,162,1,0,1,0
gene2873,-1.194181398,5.625102062,0.009178523,0.014671122,0.172024862,-1,726,222,413,2239,43,11,23,30
gene1855,1.282839791,4.640501639,0.009227375,0.014743073,0.203345223,1,155,42,128,482,33,15,72,27
gene1747,-0.790912223,7.022906417,0.009375923,0.014974187,0.079264045,-1,2096,390,1196,5395,102,49,92,97
gene2564,-0.925654704,6.062521569,0.009398312,0.015003705,0.103384643,-1,1089,215,630,2755,56,30,40,39
gene3607,0.764611757,6.729501521,0.009452536,0.015084001,0.076428942,1,648,209,800,2492,179,88,205,66
gene1409,-1.068175809,5.539745562,0.009491828,0.015140412,0.137898551,-1,544,205,445,2092,34,19,38,20
gene2347,-0.659570713,7.736826189,0.009557152,0.015238281,0.05676136,-1,2588.84,856,1835,8603,146,162,181,107
gene3991,-0.865141036,7.73578734,0.009585939,0.015271975,0.100308017,-1,5462,899,1143,5144,174,129,145,102
gene1977,-0.711630193,8.06121174,0.009587892,0.015271975,0.069079139,-1,3555,1075,2119,11346,369,150,187,89
gene1661,0.735716843,8.296550099,0.009590212,0.015271975,0.074745746,1,2905,696,1663,7250,535,385,266,240
gene973,0.973889297,5.67242227,0.00969553,0.015433292,0.122406809,1,448,121,201,1055,75,61,81,41
gene959,0.684427252,6.75590945,0.009708088,0.015446879,0.061760781,1,1225,217,504,2643,161,92,164,92
gene564,-1.266376893,4.800865831,0.009741391,0.01549345,0.193717893,-1,398,120,234,1303,30,5,20,8
gene1885,0.684094408,8.193247733,0.009962152,0.015838008,0.065151764,1,2878,600,1787,6321,289,370,428,223
gene2934,-1.175107845,8.788229102,0.010048417,0.015968543,0.191223238,-1,8828,1013,6821,11968,693,93,158,157
gene3664,-0.909635175,6.155499024,0.01006548,0.015987329,0.107736456,-1,1047,244,606,3389,85,37,55,17
gene2852,0.843671947,6.371808702,0.010068562,0.015987329,0.093952208,1,884,161,419,1591,110,53,205,65
gene1146,1.227415183,5.609684779,0.010187344,0.016169252,0.199519709,1,327,69,226,1117,126,21,128,27
gene672,-0.87857177,6.15892712,0.010215569,0.0161952,0.099929139,-1,1440,248,533,2558,67,24,76,30
gene191,-0.662767617,7.394423158,0.010215755,0.0161952,0.057502364,-1,2557,684,1256,6128,98,100,182,98
gene2233,-1.326840322,4.681233954,0.010216342,0.0161952,0.211775139,-1,268,101,278,1306,29,7,13,6
gene3893,-0.872185879,5.982816372,0.010484518,0.016613463,0.097014066,-1,839,208,612,2899,49,29,70,24
gene1399,0.602453749,7.340875302,0.010503446,0.016636592,0.049360292,1,1763,403,846,3524,198,170,248,119
gene3082,1.465238417,5.236857982,0.010534347,0.016678658,0.282689392,1,176,44,175,873,139,11,52,35
gene3302,0.630919028,7.609489489,0.010579137,0.016742672,0.054863085,1,2336,474,888,4137,237,184,373,130
